networkId,roadTemperature,airTemperature,airHumidity,batteryLevel,rssi,rsrq,seqNumber,firmwareVersion,time,createdAt
14484CA85F912,-2.5,-1.5,95.0,6.0,,,,,2023-12-01 01:03:00.000,2023-12-01 01:04:38.502
14484CA85F912,,,,,25.0,4.0,6687.0,"1,7",2023-12-01 01:04:36.322,2023-12-01 01:04:36.418
14484CA85F912,-2.5,-1.6,96.0,6.0,,,,,2023-12-01 01:08:00.000,2023-12-01 01:09:36.150
14484CA85F912,,,,,26.0,4.0,6688.0,"1,7",2023-12-01 01:09:33.922,2023-12-01 01:09:34.045
14484CA85F912,-2.5,-1.5,95.0,6.0,,,,,2023-12-01 01:13:00.000,2023-12-01 01:14:33.514
14484CA85F912,,,,,25.0,4.0,6689.0,"1,7",2023-12-01 01:14:31.202,2023-12-01 01:14:31.303
14484CA85F912,-2.5,-1.5,95.0,6.0,,,,,2023-12-01 01:18:00.000,2023-12-01 01:19:34.442
14484CA85F912,,,,,26.0,4.0,6690.0,"1,7",2023-12-01 01:19:32.323,2023-12-01 01:19:32.423
14484CA85F912,-2.5,-1.5,95.0,6.0,,,,,2023-12-01 01:23:00.000,2023-12-01 01:24:37.963
14484CA85F912,,,,,26.0,3.0,6691.0,"1,7",2023-12-01 01:24:35.105,2023-12-01 01:24:35.286
14484CA85F912,-2.5,-1.5,95.0,6.0,,,,,2023-12-01 01:28:00.000,2023-12-01 01:29:40.419
14484CA85F912,,,,,26.0,3.0,6692.0,"1,7",2023-12-01 01:29:36.307,2023-12-01 01:29:36.461
14484CA85F912,-2.5,-1.5,95.0,6.0,,,,,2023-12-01 01:33:00.000,2023-12-01 01:35:50.454
14484CA85F912,,,,,27.0,3.0,6693.0,"1,7",2023-12-01 01:35:47.346,2023-12-01 01:35:47.450
14484CA85F912,-2.5,-1.5,96.0,6.0,,,,,2023-12-01 01:38:00.000,2023-12-01 01:39:33.095
14484CA85F912,,,,,26.0,4.0,6694.0,"1,7",2023-12-01 01:39:31.042,2023-12-01 01:39:31.177
14484CA85F912,-2.5,-1.4,95.0,6.0,,,,,2023-12-01 01:43:00.000,2023-12-01 01:44:38.290
14484CA85F912,,,,,27.0,4.0,6695.0,"1,7",2023-12-01 01:44:35.433,2023-12-01 01:44:35.593
14484CA85F912,-2.5,-1.4,95.0,6.0,,,,,2023-12-01 01:48:00.000,2023-12-01 01:49:38.421
14484CA85F912,,,,,26.0,3.0,6696.0,"1,7",2023-12-01 01:49:35.186,2023-12-01 01:49:35.235
14484CA85F912,-2.4,-1.4,96.0,6.0,,,,,2023-12-01 01:53:00.000,2023-12-01 01:54:37.474
14484CA85F912,,,,,27.0,4.0,6697.0,"1,7",2023-12-01 01:54:35.042,2023-12-01 01:54:35.575
14484CA85F912,-2.4,-1.4,95.0,6.0,,,,,2023-12-01 01:58:00.000,2023-12-01 01:59:41.022
14484CA85F912,,,,,27.0,4.0,6698.0,"1,7",2023-12-01 01:59:38.066,2023-12-01 01:59:38.576
14484CA85F912,-2.4,-1.4,96.0,6.0,,,,,2023-12-01 02:03:00.000,2023-12-01 02:04:38.212
14484CA85F912,,,,,27.0,4.0,6699.0,"1,7",2023-12-01 02:04:35.109,2023-12-01 02:04:35.240
14484CA85F912,-2.4,-1.4,96.0,6.0,,,,,2023-12-01 02:08:00.000,2023-12-01 02:09:39.579
14484CA85F912,,,,,26.0,4.0,6700.0,"1,7",2023-12-01 02:09:36.582,2023-12-01 02:09:37.453
14484CA85F912,-2.4,-1.4,96.0,6.0,,,,,2023-12-01 02:13:00.000,2023-12-01 02:14:38.870
14484CA85F912,,,,,27.0,4.0,6701.0,"1,7",2023-12-01 02:14:35.506,2023-12-01 02:14:35.745
14484CA85F912,-2.4,-1.4,96.0,6.0,,,,,2023-12-01 02:18:00.000,2023-12-01 02:19:39.520
14484CA85F912,,,,,27.0,3.0,6702.0,"1,7",2023-12-01 02:19:36.545,2023-12-01 02:19:36.705
14484CA85F912,-2.4,-1.4,96.0,6.0,,,,,2023-12-01 02:23:00.000,2023-12-01 02:24:34.359
14484CA85F912,,,,,26.0,4.0,6703.0,"1,7",2023-12-01 02:24:32.322,2023-12-01 02:24:32.365
14484CA85F912,-2.4,-1.4,96.0,6.0,,,,,2023-12-01 02:28:00.000,2023-12-01 02:29:36.845
14484CA85F912,,,,,27.0,3.0,6704.0,"1,7",2023-12-01 02:29:33.446,2023-12-01 02:29:33.889
14484CA85F912,-2.4,-1.4,96.0,6.0,,,,,2023-12-01 02:33:00.000,2023-12-01 02:34:36.624
14484CA85F912,,,,,26.0,5.0,6705.0,"1,7",2023-12-01 02:34:34.402,2023-12-01 02:34:34.521
14484CA85F912,-2.4,-1.4,96.0,6.0,,,,,2023-12-01 02:38:00.000,2023-12-01 02:39:37.031
14484CA85F912,,,,,27.0,4.0,6706.0,"1,7",2023-12-01 02:39:33.905,2023-12-01 02:39:33.995
14484CA85F912,-2.4,-1.4,96.0,6.0,,,,,2023-12-01 02:43:00.000,2023-12-01 02:44:39.285
14484CA85F912,,,,,27.0,3.0,6707.0,"1,7",2023-12-01 02:44:36.307,2023-12-01 02:44:37.182
14484CA85F912,-2.4,-1.3,96.0,6.0,,,,,2023-12-01 02:48:00.000,2023-12-01 02:49:38.596
14484CA85F912,,,,,27.0,4.0,6708.0,"1,7",2023-12-01 02:49:35.666,2023-12-01 02:49:36.516
14484CA85F912,-2.3,-1.3,96.0,6.0,,,,,2023-12-01 02:54:00.000,2023-12-01 02:54:45.252
14484CA85F912,,,,,27.0,4.0,6709.0,"1,7",2023-12-01 02:54:41.746,2023-12-01 02:54:41.774
14484CA85F912,-2.3,-1.3,96.0,6.0,,,,,2023-12-01 02:59:00.000,2023-12-01 02:59:44.713
14484CA85F912,,,,,27.0,4.0,6710.0,"1,7",2023-12-01 02:59:41.667,2023-12-01 02:59:42.410
14484CA85F912,-2.3,-1.3,96.0,6.0,,,,,2023-12-01 03:04:00.000,2023-12-01 03:04:47.487
14484CA85F912,,,,,28.0,4.0,6711.0,"1,7",2023-12-01 03:04:44.466,2023-12-01 03:04:44.828
14484CA85F912,-2.3,-1.3,96.0,6.0,,,,,2023-12-01 03:09:00.000,2023-12-01 03:09:40.672
14484CA85F912,,,,,25.0,5.0,6712.0,"1,7",2023-12-01 03:09:38.082,2023-12-01 03:09:38.125
14484CA85F912,-2.3,-1.3,96.0,6.0,,,,,2023-12-01 03:14:00.000,2023-12-01 03:14:46.713
14484CA85F912,,,,,27.0,3.0,6713.0,"1,7",2023-12-01 03:14:43.666,2023-12-01 03:14:43.694
14484CA85F912,-2.3,-1.3,96.0,6.0,,,,,2023-12-01 03:19:00.000,2023-12-01 03:19:44.903
14484CA85F912,,,,,27.0,4.0,6714.0,"1,7",2023-12-01 03:19:41.906,2023-12-01 03:19:42.127
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 03:24:00.000,2023-12-01 03:24:44.813
14484CA85F912,,,,,27.0,4.0,6715.0,"1,7",2023-12-01 03:24:41.839,2023-12-01 03:24:42.991
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 03:29:00.000,2023-12-01 03:29:43.696
14484CA85F912,,,,,27.0,4.0,6716.0,"1,7",2023-12-01 03:29:40.626,2023-12-01 03:29:41.126
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 03:34:00.000,2023-12-01 03:34:44.127
14484CA85F912,,,,,28.0,3.0,6717.0,"1,7",2023-12-01 03:34:40.546,2023-12-01 03:34:40.799
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 03:39:00.000,2023-12-01 03:39:46.313
14484CA85F912,,,,,27.0,4.0,6718.0,"1,7",2023-12-01 03:39:43.266,2023-12-01 03:39:43.558
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 03:44:00.000,2023-12-01 03:44:43.884
14484CA85F912,,,,,26.0,4.0,6719.0,"1,7",2023-12-01 03:44:40.786,2023-12-01 03:44:40.973
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 03:49:00.000,2023-12-01 03:49:45.446
14484CA85F912,,,,,27.0,3.0,6720.0,"1,7",2023-12-01 03:49:41.986,2023-12-01 03:49:42.305
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 03:54:00.000,2023-12-01 03:54:45.057
14484CA85F912,,,,,27.0,4.0,6721.0,"1,7",2023-12-01 03:54:40.786,2023-12-01 03:54:41.056
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 03:59:00.000,2023-12-01 03:59:40.187
14484CA85F912,,,,,25.0,4.0,6722.0,"1,7",2023-12-01 03:59:37.922,2023-12-01 03:59:39.516
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 04:04:00.000,2023-12-01 04:04:47.029
14484CA85F912,,,,,27.0,4.0,6723.0,"1,7",2023-12-01 04:04:43.987,2023-12-01 04:04:44.677
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 04:09:00.000,2023-12-01 04:09:44.066
14484CA85F912,,,,,27.0,4.0,6724.0,"1,7",2023-12-01 04:09:40.787,2023-12-01 04:09:41.624
14484CA85F912,-2.3,-1.3,97.0,6.0,,,,,2023-12-01 04:14:00.000,2023-12-01 04:14:45.240
14484CA85F912,,,,,26.0,3.0,6725.0,"1,7",2023-12-01 04:14:42.146,2023-12-01 04:14:42.301
14484CA85F912,-2.3,-1.3,97.0,6.0,,,,,2023-12-01 04:19:00.000,2023-12-01 04:19:42.934
14484CA85F912,,,,,27.0,3.0,6726.0,"1,7",2023-12-01 04:19:39.987,2023-12-01 04:19:41.260
14484CA85F912,-2.3,-1.3,97.0,6.0,,,,,2023-12-01 04:24:00.000,2023-12-01 04:24:44.307
14484CA85F912,,,,,28.0,3.0,6727.0,"1,7",2023-12-01 04:24:40.948,2023-12-01 04:24:41.162
14484CA85F912,-2.3,-1.3,97.0,6.0,,,,,2023-12-01 04:29:00.000,2023-12-01 04:29:44.341
14484CA85F912,,,,,27.0,5.0,6728.0,"1,7",2023-12-01 04:29:41.617,2023-12-01 04:29:41.775
14484CA85F912,-2.3,-1.3,96.0,6.0,,,,,2023-12-01 04:34:00.000,2023-12-01 04:34:44.151
14484CA85F912,,,,,27.0,4.0,6729.0,"1,7",2023-12-01 04:34:40.627,2023-12-01 04:34:40.816
14484CA85F912,-2.3,-1.3,96.0,6.0,,,,,2023-12-01 04:39:00.000,2023-12-01 04:39:46.683
14484CA85F912,,,,,27.0,4.0,6730.0,"1,7",2023-12-01 04:39:43.187,2023-12-01 04:39:43.436
14484CA85F912,-2.3,-1.3,96.0,6.0,,,,,2023-12-01 04:44:00.000,2023-12-01 04:44:43.537
14484CA85F912,,,,,27.0,3.0,6731.0,"1,7",2023-12-01 04:44:40.146,2023-12-01 04:44:40.228
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 04:49:00.000,2023-12-01 04:49:44.064
14484CA85F912,,,,,27.0,4.0,6732.0,"1,7",2023-12-01 04:49:40.947,2023-12-01 04:49:41.305
14484CA85F912,-2.3,-1.2,96.0,6.0,,,,,2023-12-01 04:54:00.000,2023-12-01 04:54:47.473
14484CA85F912,,,,,27.0,3.0,6733.0,"1,7",2023-12-01 04:54:43.746,2023-12-01 04:54:43.829
14484CA85F912,-2.3,-1.1,96.0,6.0,,,,,2023-12-01 04:59:00.000,2023-12-01 04:59:44.079
14484CA85F912,,,,,27.0,3.0,6734.0,"1,7",2023-12-01 04:59:40.785,2023-12-01 04:59:41.043
14484CA85F912,-2.3,-1.1,96.0,6.0,,,,,2023-12-01 05:04:00.000,2023-12-01 05:04:44.727
14484CA85F912,,,,,28.0,3.0,6735.0,"1,7",2023-12-01 05:04:41.605,2023-12-01 05:04:41.830
14484CA85F912,-2.3,-1.1,96.0,6.0,,,,,2023-12-01 05:09:00.000,2023-12-01 05:09:43.105
14484CA85F912,,,,,27.0,4.0,6736.0,"1,7",2023-12-01 05:09:40.147,2023-12-01 05:09:40.200
14484CA85F912,-2.3,-1.1,96.0,6.0,,,,,2023-12-01 05:14:00.000,2023-12-01 05:14:43.764
14484CA85F912,,,,,28.0,3.0,6737.0,"1,7",2023-12-01 05:14:40.546,2023-12-01 05:14:40.722
14484CA85F912,-2.3,-1.1,96.0,6.0,,,,,2023-12-01 05:19:00.000,2023-12-01 05:19:46.996
14484CA85F912,,,,,27.0,3.0,6738.0,"1,7",2023-12-01 05:19:43.906,2023-12-01 05:19:44.183
14484CA85F912,-2.2,-1.0,96.0,6.0,,,,,2023-12-01 05:24:00.000,2023-12-01 05:24:40.914
14484CA85F912,,,,,26.0,4.0,6739.0,"1,7",2023-12-01 05:24:38.722,2023-12-01 05:24:38.753
14484CA85F912,-2.2,-1.0,96.0,6.0,,,,,2023-12-01 05:29:00.000,2023-12-01 05:29:45.357
14484CA85F912,,,,,28.0,3.0,6740.0,"1,7",2023-12-01 05:29:41.994,2023-12-01 05:29:42.542
14484CA85F912,-2.2,-1.0,96.0,6.0,,,,,2023-12-01 05:34:00.000,2023-12-01 05:34:43.470
14484CA85F912,,,,,27.0,4.0,6741.0,"1,7",2023-12-01 05:34:40.467,2023-12-01 05:34:40.643
14484CA85F912,-2.2,-1.0,96.0,6.0,,,,,2023-12-01 05:39:00.000,2023-12-01 05:39:42.064
14484CA85F912,,,,,27.0,4.0,6742.0,"1,7",2023-12-01 05:39:39.933,2023-12-01 05:39:40.217
14484CA85F912,-2.2,-1.0,96.0,6.0,,,,,2023-12-01 05:44:00.000,2023-12-01 05:44:47.686
14484CA85F912,,,,,27.0,4.0,6743.0,"1,7",2023-12-01 05:44:44.065,2023-12-01 05:44:47.645
14484CA85F912,-2.2,-0.9,96.0,6.0,,,,,2023-12-01 05:49:00.000,2023-12-01 05:49:41.570
14484CA85F912,,,,,27.0,5.0,6744.0,"1,7",2023-12-01 05:49:38.883,2023-12-01 05:49:39.294
14484CA85F912,-2.1,-1.0,96.0,6.0,,,,,2023-12-01 05:54:00.000,2023-12-01 05:54:47.119
14484CA85F912,,,,,30.0,3.0,6745.0,"1,7",2023-12-01 05:54:44.066,2023-12-01 05:54:44.226
14484CA85F912,-2.1,-0.9,96.0,6.0,,,,,2023-12-01 05:59:00.000,2023-12-01 05:59:44.018
14484CA85F912,,,,,31.0,3.0,6746.0,"1,7",2023-12-01 05:59:40.626,2023-12-01 05:59:40.808
14484CA85F912,-2.1,-1.0,96.0,6.0,,,,,2023-12-01 06:04:00.000,2023-12-01 06:04:44.077
14484CA85F912,,,,,28.0,4.0,6747.0,"1,7",2023-12-01 06:04:41.194,2023-12-01 06:04:41.639
14484CA85F912,-2.1,-0.9,95.0,6.0,,,,,2023-12-01 06:09:00.000,2023-12-01 06:09:46.981
14484CA85F912,,,,,30.0,4.0,6748.0,"1,7",2023-12-01 06:09:43.906,2023-12-01 06:09:44.087
14484CA85F912,-2.1,-0.9,95.0,6.0,,,,,2023-12-01 06:14:00.000,2023-12-01 06:14:44.396
14484CA85F912,,,,,30.0,3.0,6749.0,"1,7",2023-12-01 06:14:41.426,2023-12-01 06:14:41.840
14484CA85F912,-2.1,-0.9,95.0,6.0,,,,,2023-12-01 06:19:00.000,2023-12-01 06:19:47.150
14484CA85F912,,,,,30.0,3.0,6750.0,"1,7",2023-12-01 06:19:43.827,2023-12-01 06:19:43.906
14484CA85F912,-2.1,-0.9,95.0,6.0,,,,,2023-12-01 06:24:00.000,2023-12-01 06:24:44.472
14484CA85F912,,,,,30.0,3.0,6751.0,"1,7",2023-12-01 06:24:40.786,2023-12-01 06:24:41.001
14484CA85F912,-2.0,-0.9,95.0,6.0,,,,,2023-12-01 06:29:00.000,2023-12-01 06:29:45.679
14484CA85F912,,,,,29.0,4.0,6752.0,"1,7",2023-12-01 06:29:42.706,2023-12-01 06:29:42.951
14484CA85F912,-2.0,-0.9,95.0,6.0,,,,,2023-12-01 06:34:00.000,2023-12-01 06:34:47.359
14484CA85F912,,,,,30.0,3.0,6753.0,"1,7",2023-12-01 06:34:44.387,2023-12-01 06:34:44.654
14484CA85F912,-2.0,-0.9,95.0,6.0,,,,,2023-12-01 06:39:00.000,2023-12-01 06:39:45.554
14484CA85F912,,,,,29.0,4.0,6754.0,"1,7",2023-12-01 06:39:41.907,2023-12-01 06:39:42.035
14484CA85F912,-2.0,-0.9,95.0,6.0,,,,,2023-12-01 06:44:00.000,2023-12-01 06:44:45.914
14484CA85F912,,,,,29.0,3.0,6755.0,"1,7",2023-12-01 06:44:42.786,2023-12-01 06:44:43.259
14484CA85F912,-2.0,-0.9,95.0,6.0,,,,,2023-12-01 06:49:00.000,2023-12-01 06:49:44.500
14484CA85F912,,,,,30.0,3.0,6756.0,"1,7",2023-12-01 06:49:40.947,2023-12-01 06:49:41.087
14484CA85F912,-2.0,-0.9,95.0,6.0,,,,,2023-12-01 06:54:00.000,2023-12-01 06:54:48.511
14484CA85F912,,,,,29.0,3.0,6757.0,"1,7",2023-12-01 06:54:44.305,2023-12-01 06:54:44.959
14484CA85F912,-2.0,-0.8,95.0,6.0,,,,,2023-12-01 06:59:00.000,2023-12-01 06:59:47.371
14484CA85F912,,,,,30.0,3.0,6758.0,"1,7",2023-12-01 06:59:44.306,2023-12-01 06:59:44.339
14484CA85F912,-1.9,-0.8,95.0,6.0,,,,,2023-12-01 07:04:00.000,2023-12-01 07:04:46.200
14484CA85F912,,,,,29.0,4.0,6759.0,"1,7",2023-12-01 07:04:43.186,2023-12-01 07:04:43.988
14484CA85F912,-1.9,-0.9,95.0,6.0,,,,,2023-12-01 07:09:00.000,2023-12-01 07:09:49.041
14484CA85F912,,,,,29.0,3.0,6760.0,"1,7",2023-12-01 07:09:45.587,2023-12-01 07:09:45.729
14484CA85F912,-1.9,-0.9,96.0,6.0,,,,,2023-12-01 07:14:00.000,2023-12-01 07:14:48.577
14484CA85F912,,,,,28.0,4.0,6761.0,"1,7",2023-12-01 07:14:45.667,2023-12-01 07:14:45.701
14484CA85F912,-1.9,-0.9,96.0,6.0,,,,,2023-12-01 07:19:00.000,2023-12-01 07:19:45.934
14484CA85F912,,,,,29.0,3.0,6762.0,"1,7",2023-12-01 07:19:43.026,2023-12-01 07:19:43.073
14484CA85F912,-1.9,-0.9,96.0,6.0,,,,,2023-12-01 07:24:00.000,2023-12-01 07:24:48.724
14484CA85F912,,,,,29.0,3.0,6763.0,"1,7",2023-12-01 07:24:44.386,2023-12-01 07:24:45.164
14484CA85F912,-1.9,-0.9,96.0,6.0,,,,,2023-12-01 07:29:00.000,2023-12-01 07:29:44.572
14484CA85F912,,,,,30.0,4.0,6764.0,"1,7",2023-12-01 07:29:41.666,2023-12-01 07:29:42.098
14484CA85F912,-1.9,-0.9,96.0,6.0,,,,,2023-12-01 07:34:00.000,2023-12-01 07:34:46.167
14484CA85F912,,,,,30.0,3.0,6765.0,"1,7",2023-12-01 07:34:43.026,2023-12-01 07:34:43.360
14484CA85F912,-1.9,-0.9,96.0,6.0,,,,,2023-12-01 07:39:00.000,2023-12-01 07:39:44.469
14484CA85F912,,,,,30.0,3.0,6766.0,"1,7",2023-12-01 07:39:41.267,2023-12-01 07:39:41.710
14484CA85F912,-1.9,-0.9,96.0,6.0,,,,,2023-12-01 07:44:00.000,2023-12-01 07:44:47.403
14484CA85F912,,,,,30.0,4.0,6767.0,"1,7",2023-12-01 07:44:44.466,2023-12-01 07:44:44.937
14484CA85F912,-1.8,-0.9,96.0,6.0,,,,,2023-12-01 07:49:00.000,2023-12-01 07:49:49.035
14484CA85F912,,,,,30.0,3.0,6768.0,"1,7",2023-12-01 07:49:44.549,2023-12-01 07:49:45.402
14484CA85F912,-1.8,-0.9,96.0,6.0,,,,,2023-12-01 07:54:00.000,2023-12-01 07:54:45.360
14484CA85F912,,,,,30.0,3.0,6769.0,"1,7",2023-12-01 07:54:42.389,2023-12-01 07:54:42.463
14484CA85F912,-1.8,-0.9,96.0,6.0,,,,,2023-12-01 07:59:00.000,2023-12-01 07:59:45.896
14484CA85F912,,,,,30.0,3.0,6770.0,"1,7",2023-12-01 07:59:43.026,2023-12-01 07:59:43.175
14484CA85F912,-1.8,-0.9,96.0,6.0,,,,,2023-12-01 08:04:00.000,2023-12-01 08:04:59.520
14484CA85F912,,,,,29.0,4.0,6771.0,"1,7",2023-12-01 08:04:56.626,2023-12-01 08:04:59.490
14484CA85F912,-1.8,-0.9,97.0,6.0,,,,,2023-12-01 08:09:00.000,2023-12-01 08:09:48.916
14484CA85F912,,,,,29.0,3.0,6772.0,"1,7",2023-12-01 08:09:44.786,2023-12-01 08:09:45.226
14484CA85F912,-1.8,-0.9,97.0,6.0,,,,,2023-12-01 08:14:00.000,2023-12-01 08:14:47.652
14484CA85F912,,,,,30.0,3.0,6773.0,"1,7",2023-12-01 08:14:44.706,2023-12-01 08:14:45.045
14484CA85F912,-1.8,-1.0,97.0,6.0,,,,,2023-12-01 08:19:00.000,2023-12-01 08:19:49.292
14484CA85F912,,,,,30.0,4.0,6774.0,"1,7",2023-12-01 08:19:46.070,2023-12-01 08:19:46.605
14484CA85F912,-1.8,-1.0,97.0,6.0,,,,,2023-12-01 08:24:00.000,2023-12-01 08:24:46.351
14484CA85F912,,,,,30.0,3.0,6775.0,"1,7",2023-12-01 08:24:43.347,2023-12-01 08:24:43.409
14484CA85F912,-1.8,-1.0,97.0,6.0,,,,,2023-12-01 08:29:00.000,2023-12-01 08:29:46.518
14484CA85F912,,,,,30.0,4.0,6776.0,"1,7",2023-12-01 08:29:43.186,2023-12-01 08:29:43.217
14484CA85F912,-1.8,-1.0,97.0,6.0,,,,,2023-12-01 08:34:00.000,2023-12-01 08:34:46.260
14484CA85F912,,,,,29.0,4.0,6777.0,"1,7",2023-12-01 08:34:43.186,2023-12-01 08:34:43.369
14484CA85F912,-1.8,-0.9,97.0,6.0,,,,,2023-12-01 08:39:00.000,2023-12-01 08:39:48.544
14484CA85F912,,,,,30.0,4.0,6778.0,"1,7",2023-12-01 08:39:44.786,2023-12-01 08:39:45.138
14484CA85F912,-1.8,-0.9,97.0,6.0,,,,,2023-12-01 08:44:00.000,2023-12-01 08:45:06.706
14484CA85F912,,,,,30.0,3.0,6779.0,"1,7",2023-12-01 08:45:03.508,2023-12-01 08:45:04.706
14484CA85F912,-1.8,-0.9,97.0,6.0,,,,,2023-12-01 08:49:00.000,2023-12-01 08:49:47.233
14484CA85F912,,,,,30.0,4.0,6780.0,"1,7",2023-12-01 08:49:43.506,2023-12-01 08:49:44.746
14484CA85F912,-1.7,-0.9,97.0,6.0,,,,,2023-12-01 08:54:00.000,2023-12-01 08:54:45.691
14484CA85F912,,,,,30.0,3.0,6781.0,"1,7",2023-12-01 08:54:42.069,2023-12-01 08:54:42.562
14484CA85F912,-1.7,-0.9,97.0,6.0,,,,,2023-12-01 08:59:00.000,2023-12-01 08:59:54.946
14484CA85F912,,,,,27.0,5.0,6782.0,"1,7",2023-12-01 08:59:52.178,2023-12-01 08:59:52.277
14484CA85F912,-1.7,-0.9,96.0,6.0,,,,,2023-12-01 09:04:00.000,2023-12-01 09:04:52.235
14484CA85F912,,,,,30.0,3.0,6783.0,"1,7",2023-12-01 09:04:47.906,2023-12-01 09:04:48.324
14484CA85F912,-1.7,-0.9,96.0,6.0,,,,,2023-12-01 09:09:00.000,2023-12-01 09:09:46.747
14484CA85F912,,,,,29.0,4.0,6784.0,"1,7",2023-12-01 09:09:43.586,2023-12-01 09:09:43.624
14484CA85F912,-1.7,-0.9,96.0,6.0,,,,,2023-12-01 09:14:00.000,2023-12-01 09:14:46.806
14484CA85F912,,,,,30.0,4.0,6785.0,"1,7",2023-12-01 09:14:43.506,2023-12-01 09:14:43.839
14484CA85F912,-1.7,-0.9,96.0,6.0,,,,,2023-12-01 09:19:00.000,2023-12-01 09:19:46.792
14484CA85F912,,,,,29.0,3.0,6786.0,"1,7",2023-12-01 09:19:43.508,2023-12-01 09:19:43.698
14484CA85F912,-1.7,-0.9,96.0,6.0,,,,,2023-12-01 09:24:00.000,2023-12-01 09:24:46.857
14484CA85F912,,,,,29.0,3.0,6787.0,"1,7",2023-12-01 09:24:43.828,2023-12-01 09:24:44.047
14484CA85F912,-1.7,-0.9,95.0,6.0,,,,,2023-12-01 09:29:00.000,2023-12-01 09:29:49.162
14484CA85F912,,,,,31.0,4.0,6788.0,"1,7",2023-12-01 09:29:45.105,2023-12-01 09:29:45.180
14484CA85F912,-1.7,-0.8,95.0,6.0,,,,,2023-12-01 09:34:00.000,2023-12-01 09:34:47.439
14484CA85F912,,,,,29.0,4.0,6789.0,"1,7",2023-12-01 09:34:43.747,2023-12-01 09:34:43.971
14484CA85F912,-1.7,-0.8,95.0,6.0,,,,,2023-12-01 09:39:00.000,2023-12-01 09:39:48.511
14484CA85F912,,,,,30.0,4.0,6790.0,"1,7",2023-12-01 09:39:45.105,2023-12-01 09:39:45.272
14484CA85F912,-1.6,-0.8,95.0,6.0,,,,,2023-12-01 09:44:00.000,2023-12-01 09:44:45.776
14484CA85F912,,,,,29.0,4.0,6791.0,"1,7",2023-12-01 09:44:42.473,2023-12-01 09:44:42.611
14484CA85F912,-1.6,-0.9,95.0,6.0,,,,,2023-12-01 09:49:00.000,2023-12-01 09:49:47.186
14484CA85F912,,,,,30.0,4.0,6792.0,"1,7",2023-12-01 09:49:43.826,2023-12-01 09:49:44.003
14484CA85F912,-1.6,-1.1,96.0,6.0,,,,,2023-12-01 09:54:00.000,2023-12-01 09:54:51.111
14484CA85F912,,,,,30.0,4.0,6793.0,"1,7",2023-12-01 09:54:47.906,2023-12-01 09:54:48.464
14484CA85F912,-1.6,-1.2,96.0,6.0,,,,,2023-12-01 09:59:00.000,2023-12-01 09:59:48.058
14484CA85F912,,,,,30.0,4.0,6794.0,"1,7",2023-12-01 09:59:44.627,2023-12-01 09:59:44.795
14484CA85F912,-1.5,-1.2,96.0,6.0,,,,,2023-12-01 10:04:00.000,2023-12-01 10:04:46.941
14484CA85F912,,,,,30.0,3.0,6795.0,"1,7",2023-12-01 10:04:44.065,2023-12-01 10:04:44.510
14484CA85F912,-1.5,-1.3,96.0,6.0,,,,,2023-12-01 10:09:00.000,2023-12-01 10:09:51.633
14484CA85F912,,,,,29.0,4.0,6796.0,"1,7",2023-12-01 10:09:48.627,2023-12-01 10:09:49.147
14484CA85F912,-1.4,-1.3,96.0,6.0,,,,,2023-12-01 10:14:00.000,2023-12-01 10:14:47.201
14484CA85F912,,,,,30.0,3.0,6797.0,"1,7",2023-12-01 10:14:43.985,2023-12-01 10:14:44.242
14484CA85F912,-1.4,-1.3,97.0,6.0,,,,,2023-12-01 10:19:00.000,2023-12-01 10:19:48.226
14484CA85F912,,,,,30.0,4.0,6798.0,"1,7",2023-12-01 10:19:45.105,2023-12-01 10:19:45.201
14484CA85F912,-1.4,-1.3,97.0,6.0,,,,,2023-12-01 10:24:00.000,2023-12-01 10:24:45.493
14484CA85F912,,,,,30.0,4.0,6799.0,"1,7",2023-12-01 10:24:42.466,2023-12-01 10:24:42.624
14484CA85F912,-1.3,-1.2,96.0,6.0,,,,,2023-12-01 10:29:00.000,2023-12-01 10:29:48.306
14484CA85F912,,,,,30.0,3.0,6800.0,"1,7",2023-12-01 10:29:45.106,2023-12-01 10:29:45.261
14484CA85F912,-1.2,-1.1,96.0,6.0,,,,,2023-12-01 10:34:00.000,2023-12-01 10:34:46.184
14484CA85F912,,,,,29.0,4.0,6801.0,"1,7",2023-12-01 10:34:42.705,2023-12-01 10:34:42.963
14484CA85F912,-1.2,-1.1,96.0,6.0,,,,,2023-12-01 10:39:00.000,2023-12-01 10:39:47.417
14484CA85F912,,,,,30.0,3.0,6802.0,"1,7",2023-12-01 10:39:43.986,2023-12-01 10:39:44.074
