networkId,roadTemperature,airTemperature,airHumidity,batteryLevel,rssi,rsrq,seqNumber,firmwareVersion,time,createdAt
14484CA85F912,,,,,26.0,4.0,11496.0,"1,7",2023-12-17 18:24:59.107,2023-12-17 18:24:59.178
14484CA85F912,1.5,4.8,100.0,7.0,,,,,2023-12-17 18:29:00.000,2023-12-17 18:30:04.373
14484CA85F912,,,,,26.0,4.0,11497.0,"1,7",2023-12-17 18:30:00.227,2023-12-17 18:30:00.488
14484CA85F912,1.5,4.8,100.0,7.0,,,,,2023-12-17 18:34:00.000,2023-12-17 18:35:04.427
14484CA85F912,,,,,27.0,3.0,11498.0,"1,7",2023-12-17 18:35:01.268,2023-12-17 18:35:01.981
14484CA85F912,1.5,4.9,100.0,7.0,,,,,2023-12-17 18:39:00.000,2023-12-17 18:40:01.905
14484CA85F912,,,,,27.0,3.0,11499.0,"1,7",2023-12-17 18:39:58.867,2023-12-17 18:39:58.961
14484CA85F912,1.5,4.9,100.0,7.0,,,,,2023-12-17 18:44:00.000,2023-12-17 18:45:04.989
14484CA85F912,,,,,27.0,4.0,11500.0,"1,7",2023-12-17 18:45:01.907,2023-12-17 18:45:02.586
14484CA85F912,1.5,4.9,100.0,7.0,,,,,2023-12-17 18:49:00.000,2023-12-17 18:50:02.206
14484CA85F912,,,,,26.0,3.0,11501.0,"1,7",2023-12-17 18:49:58.867,2023-12-17 18:49:58.939
14484CA85F912,1.6,5.0,100.0,7.0,,,,,2023-12-17 18:54:00.000,2023-12-17 18:55:03.312
14484CA85F912,,,,,27.0,3.0,11502.0,"1,7",2023-12-17 18:55:00.147,2023-12-17 18:55:00.481
14484CA85F912,1.6,5.0,100.0,7.0,,,,,2023-12-17 18:59:00.000,2023-12-17 19:00:09.437
14484CA85F912,,,,,27.0,3.0,11503.0,"1,7",2023-12-17 19:00:06.408,2023-12-17 19:00:06.601
14484CA85F912,1.6,5.1,100.0,7.0,,,,,2023-12-17 19:04:00.000,2023-12-17 19:05:02.331
14484CA85F912,,,,,26.0,4.0,11504.0,"1,7",2023-12-17 19:04:59.188,2023-12-17 19:04:59.311
14484CA85F912,1.7,5.2,100.0,7.0,,,,,2023-12-17 19:09:00.000,2023-12-17 19:10:04.615
14484CA85F912,,,,,26.0,3.0,11505.0,"1,7",2023-12-17 19:10:01.588,2023-12-17 19:10:01.666
14484CA85F912,1.7,5.2,100.0,7.0,,,,,2023-12-17 19:14:00.000,2023-12-17 19:15:02.052
14484CA85F912,,,,,27.0,3.0,11506.0,"1,7",2023-12-17 19:14:58.708,2023-12-17 19:14:58.882
14484CA85F912,1.7,5.3,100.0,7.0,,,,,2023-12-17 19:19:00.000,2023-12-17 19:20:04.643
14484CA85F912,,,,,28.0,3.0,11507.0,"1,7",2023-12-17 19:20:00.307,2023-12-17 19:20:00.469
14484CA85F912,1.8,5.3,100.0,7.0,,,,,2023-12-17 19:24:00.000,2023-12-17 19:25:07.505
14484CA85F912,,,,,27.0,3.0,11508.0,"1,7",2023-12-17 19:25:04.467,2023-12-17 19:25:04.735
14484CA85F912,1.8,5.4,100.0,7.0,,,,,2023-12-17 19:29:00.000,2023-12-17 19:30:02.774
14484CA85F912,,,,,28.0,3.0,11509.0,"1,7",2023-12-17 19:29:59.348,2023-12-17 19:30:00.876
14484CA85F912,1.8,5.4,100.0,7.0,,,,,2023-12-17 19:34:00.000,2023-12-17 19:35:03.965
14484CA85F912,,,,,28.0,3.0,11510.0,"1,7",2023-12-17 19:35:00.718,2023-12-17 19:35:00.848
14484CA85F912,1.8,5.3,100.0,7.0,,,,,2023-12-17 19:39:00.000,2023-12-17 19:40:02.111
14484CA85F912,,,,,27.0,3.0,11511.0,"1,7",2023-12-17 19:39:58.868,2023-12-17 19:39:58.943
14484CA85F912,1.8,5.2,100.0,7.0,,,,,2023-12-17 19:44:00.000,2023-12-17 19:45:03.440
14484CA85F912,,,,,28.0,3.0,11512.0,"1,7",2023-12-17 19:45:00.468,2023-12-17 19:45:01.094
14484CA85F912,1.8,5.2,100.0,7.0,,,,,2023-12-17 19:49:00.000,2023-12-17 19:50:05.132
14484CA85F912,,,,,28.0,3.0,11513.0,"1,7",2023-12-17 19:50:02.067,2023-12-17 19:50:02.669
14484CA85F912,1.8,5.3,100.0,7.0,,,,,2023-12-17 19:54:00.000,2023-12-17 19:55:02.399
14484CA85F912,,,,,28.0,3.0,11514.0,"1,7",2023-12-17 19:54:59.427,2023-12-17 19:54:59.879
14484CA85F912,1.8,5.5,100.0,7.0,,,,,2023-12-17 19:59:00.000,2023-12-17 20:00:06.527
14484CA85F912,,,,,28.0,3.0,11515.0,"1,7",2023-12-17 20:00:03.347,2023-12-17 20:00:03.416
14484CA85F912,1.8,5.4,100.0,7.0,,,,,2023-12-17 20:04:00.000,2023-12-17 20:05:03.106
14484CA85F912,,,,,27.0,3.0,11516.0,"1,7",2023-12-17 20:04:59.347,2023-12-17 20:04:59.636
14484CA85F912,1.9,5.4,100.0,7.0,,,,,2023-12-17 20:09:00.000,2023-12-17 20:10:02.885
14484CA85F912,,,,,28.0,4.0,11517.0,"1,7",2023-12-17 20:09:59.827,2023-12-17 20:10:00.282
14484CA85F912,1.9,5.3,100.0,7.0,,,,,2023-12-17 20:14:00.000,2023-12-17 20:15:05.173
14484CA85F912,,,,,28.0,3.0,11518.0,"1,7",2023-12-17 20:15:02.068,2023-12-17 20:15:02.660
14484CA85F912,1.9,5.3,100.0,7.0,,,,,2023-12-17 20:19:00.000,2023-12-17 20:20:02.370
14484CA85F912,,,,,27.0,3.0,11519.0,"1,7",2023-12-17 20:19:59.347,2023-12-17 20:20:00.117
14484CA85F912,2.0,5.5,100.0,7.0,,,,,2023-12-17 20:24:00.000,2023-12-17 20:25:06.305
14484CA85F912,,,,,27.0,3.0,11520.0,"1,7",2023-12-17 20:25:03.347,2023-12-17 20:25:03.622
14484CA85F912,2.0,5.5,100.0,7.0,,,,,2023-12-17 20:29:00.000,2023-12-17 20:30:02.896
14484CA85F912,,,,,27.0,3.0,11521.0,"1,7",2023-12-17 20:29:59.507,2023-12-17 20:29:59.689
14484CA85F912,2.0,5.5,100.0,7.0,,,,,2023-12-17 20:34:00.000,2023-12-17 20:35:04.654
14484CA85F912,,,,,28.0,3.0,11522.0,"1,7",2023-12-17 20:35:01.595,2023-12-17 20:35:01.895
14484CA85F912,2.0,5.5,100.0,7.0,,,,,2023-12-17 20:39:00.000,2023-12-17 20:40:05.341
14484CA85F912,,,,,28.0,3.0,11523.0,"1,7",2023-12-17 20:40:02.387,2023-12-17 20:40:02.558
14484CA85F912,2.0,5.5,100.0,7.0,,,,,2023-12-17 20:44:00.000,2023-12-17 20:45:02.437
14484CA85F912,,,,,28.0,3.0,11524.0,"1,7",2023-12-17 20:44:59.427,2023-12-17 20:44:59.532
14484CA85F912,2.0,5.6,100.0,7.0,,,,,2023-12-17 20:49:00.000,2023-12-17 20:50:05.608
14484CA85F912,,,,,28.0,4.0,11525.0,"1,7",2023-12-17 20:50:02.227,2023-12-17 20:50:02.354
14484CA85F912,2.0,5.5,100.0,7.0,,,,,2023-12-17 20:54:00.000,2023-12-17 20:55:02.888
14484CA85F912,,,,,27.0,3.0,11526.0,"1,7",2023-12-17 20:54:59.667,2023-12-17 20:54:59.738
14484CA85F912,2.0,5.5,100.0,7.0,,,,,2023-12-17 20:59:00.000,2023-12-17 21:00:05.314
14484CA85F912,,,,,28.0,3.0,11527.0,"1,7",2023-12-17 21:00:02.147,2023-12-17 21:00:02.370
14484CA85F912,2.0,5.4,100.0,7.0,,,,,2023-12-17 21:04:00.000,2023-12-17 21:05:06.326
14484CA85F912,,,,,28.0,4.0,11528.0,"1,7",2023-12-17 21:05:03.347,2023-12-17 21:05:03.592
14484CA85F912,2.0,5.5,100.0,7.0,,,,,2023-12-17 21:09:00.000,2023-12-17 21:10:03.466
14484CA85F912,,,,,28.0,3.0,11529.0,"1,7",2023-12-17 21:10:00.469,2023-12-17 21:10:00.585
14484CA85F912,2.0,5.7,100.0,7.0,,,,,2023-12-17 21:14:00.000,2023-12-17 21:15:05.674
14484CA85F912,,,,,28.0,3.0,11530.0,"1,7",2023-12-17 21:15:02.307,2023-12-17 21:15:03.202
14484CA85F912,2.1,5.7,100.0,7.0,,,,,2023-12-17 21:19:00.000,2023-12-17 21:20:02.638
14484CA85F912,,,,,27.0,3.0,11531.0,"1,7",2023-12-17 21:19:59.667,2023-12-17 21:20:00.132
14484CA85F912,2.1,5.6,100.0,7.0,,,,,2023-12-17 21:24:00.000,2023-12-17 21:25:04.340
14484CA85F912,,,,,28.0,3.0,11532.0,"1,7",2023-12-17 21:25:01.027,2023-12-17 21:25:01.422
14484CA85F912,2.1,5.6,100.0,7.0,,,,,2023-12-17 21:29:00.000,2023-12-17 21:30:03.922
14484CA85F912,,,,,28.0,3.0,11533.0,"1,7",2023-12-17 21:30:00.948,2023-12-17 21:30:01.495
14484CA85F912,2.1,5.7,100.0,7.0,,,,,2023-12-17 21:34:00.000,2023-12-17 21:35:04.495
14484CA85F912,,,,,28.0,3.0,11534.0,"1,7",2023-12-17 21:35:01.267,2023-12-17 21:35:02.076
14484CA85F912,2.1,5.7,100.0,7.0,,,,,2023-12-17 21:39:00.000,2023-12-17 21:40:05.350
14484CA85F912,,,,,28.0,3.0,11535.0,"1,7",2023-12-17 21:40:02.467,2023-12-17 21:40:02.609
14484CA85F912,2.1,5.6,100.0,7.0,,,,,2023-12-17 21:44:00.000,2023-12-17 21:45:01.414
14484CA85F912,,,,,28.0,3.0,11536.0,"1,7",2023-12-17 21:44:58.475,2023-12-17 21:44:58.531
14484CA85F912,2.1,5.6,100.0,7.0,,,,,2023-12-17 21:49:00.000,2023-12-17 21:50:04.280
14484CA85F912,,,,,27.0,3.0,11537.0,"1,7",2023-12-17 21:50:01.187,2023-12-17 21:50:01.234
14484CA85F912,2.1,5.7,100.0,7.0,,,,,2023-12-17 21:54:00.000,2023-12-17 21:55:04.087
14484CA85F912,,,,,28.0,3.0,11538.0,"1,7",2023-12-17 21:55:00.627,2023-12-17 21:55:00.891
14484CA85F912,2.1,5.6,100.0,7.0,,,,,2023-12-17 21:59:00.000,2023-12-17 22:00:03.182
14484CA85F912,,,,,28.0,3.0,11539.0,"1,7",2023-12-17 21:59:59.827,2023-12-17 21:59:59.948
14484CA85F912,2.1,5.7,100.0,7.0,,,,,2023-12-17 22:04:00.000,2023-12-17 22:05:05.294
14484CA85F912,,,,,28.0,3.0,11540.0,"1,7",2023-12-17 22:05:02.387,2023-12-17 22:05:02.612
14484CA85F912,2.1,5.6,100.0,7.0,,,,,2023-12-17 22:09:00.000,2023-12-17 22:10:04.507
14484CA85F912,,,,,27.0,3.0,11541.0,"1,7",2023-12-17 22:10:01.588,2023-12-17 22:10:01.770
14484CA85F912,2.1,5.6,100.0,7.0,,,,,2023-12-17 22:14:00.000,2023-12-17 22:15:04.238
14484CA85F912,,,,,28.0,3.0,11542.0,"1,7",2023-12-17 22:15:01.027,2023-12-17 22:15:01.220
14484CA85F912,2.1,5.6,100.0,7.0,,,,,2023-12-17 22:19:00.000,2023-12-17 22:20:10.146
14484CA85F912,,,,,28.0,4.0,11543.0,"1,7",2023-12-17 22:20:07.027,2023-12-17 22:20:07.994
14484CA85F912,2.2,5.7,100.0,7.0,,,,,2023-12-17 22:24:00.000,2023-12-17 22:25:02.870
14484CA85F912,,,,,28.0,3.0,11544.0,"1,7",2023-12-17 22:24:59.828,2023-12-17 22:25:00.809
14484CA85F912,2.2,5.6,100.0,7.0,,,,,2023-12-17 22:29:00.000,2023-12-17 22:30:05.615
14484CA85F912,,,,,28.0,3.0,11545.0,"1,7",2023-12-17 22:30:02.467,2023-12-17 22:30:03.084
14484CA85F912,2.2,5.7,100.0,7.0,,,,,2023-12-17 22:34:00.000,2023-12-17 22:35:04.312
14484CA85F912,,,,,27.0,3.0,11546.0,"1,7",2023-12-17 22:35:01.267,2023-12-17 22:35:01.749
14484CA85F912,2.2,5.7,100.0,7.0,,,,,2023-12-17 22:39:00.000,2023-12-17 22:40:04.450
14484CA85F912,,,,,27.0,3.0,11547.0,"1,7",2023-12-17 22:40:01.107,2023-12-17 22:40:01.211
14484CA85F912,2.2,5.6,100.0,7.0,,,,,2023-12-17 22:44:00.000,2023-12-17 22:45:03.685
14484CA85F912,,,,,28.0,3.0,11548.0,"1,7",2023-12-17 22:45:00.148,2023-12-17 22:45:00.768
14484CA85F912,2.2,5.7,100.0,7.0,,,,,2023-12-17 22:49:00.000,2023-12-17 22:50:04.399
14484CA85F912,,,,,28.0,3.0,11549.0,"1,7",2023-12-17 22:50:01.428,2023-12-17 22:50:01.539
14484CA85F912,2.2,5.6,100.0,7.0,,,,,2023-12-17 22:54:00.000,2023-12-17 22:55:06.623
14484CA85F912,,,,,28.0,3.0,11550.0,"1,7",2023-12-17 22:55:03.511,2023-12-17 22:55:03.575
14484CA85F912,2.2,5.6,99.0,7.0,,,,,2023-12-17 22:59:00.000,2023-12-17 23:00:03.149
14484CA85F912,,,,,27.0,3.0,11551.0,"1,7",2023-12-17 22:59:59.987,2023-12-17 23:00:00.162
14484CA85F912,2.2,5.7,99.0,7.0,,,,,2023-12-17 23:04:00.000,2023-12-17 23:05:05.848
14484CA85F912,,,,,28.0,3.0,11552.0,"1,7",2023-12-17 23:05:01.347,2023-12-17 23:05:01.673
14484CA85F912,2.2,5.8,99.0,7.0,,,,,2023-12-17 23:09:00.000,2023-12-17 23:10:03.774
14484CA85F912,,,,,28.0,3.0,11553.0,"1,7",2023-12-17 23:10:00.227,2023-12-17 23:10:00.386
14484CA85F912,2.2,5.8,99.0,7.0,,,,,2023-12-17 23:14:00.000,2023-12-17 23:15:04.600
14484CA85F912,,,,,27.0,3.0,11554.0,"1,7",2023-12-17 23:15:01.587,2023-12-17 23:15:02.166
14484CA85F912,2.1,5.7,98.0,7.0,,,,,2023-12-17 23:19:00.000,2023-12-17 23:20:05.065
14484CA85F912,,,,,28.0,3.0,11555.0,"1,7",2023-12-17 23:20:02.069,2023-12-17 23:20:02.186
14484CA85F912,2.1,5.8,100.0,7.0,,,,,2023-12-17 23:24:00.000,2023-12-17 23:25:03.095
14484CA85F912,,,,,28.0,3.0,11556.0,"1,7",2023-12-17 23:25:00.067,2023-12-17 23:25:00.111
14484CA85F912,2.1,5.8,99.0,7.0,,,,,2023-12-17 23:29:00.000,2023-12-17 23:30:04.780
14484CA85F912,,,,,28.0,3.0,11557.0,"1,7",2023-12-17 23:30:01.507,2023-12-17 23:30:01.594
14484CA85F912,2.2,5.7,99.0,7.0,,,,,2023-12-17 23:34:00.000,2023-12-17 23:35:03.705
14484CA85F912,,,,,27.0,3.0,11558.0,"1,7",2023-12-17 23:35:00.387,2023-12-17 23:35:00.567
14484CA85F912,2.2,5.7,99.0,7.0,,,,,2023-12-17 23:39:00.000,2023-12-17 23:40:05.785
14484CA85F912,,,,,28.0,3.0,11559.0,"1,7",2023-12-17 23:40:01.748,2023-12-17 23:40:01.805
14484CA85F912,2.1,5.7,99.0,7.0,,,,,2023-12-17 23:44:00.000,2023-12-17 23:45:05.393
14484CA85F912,,,,,28.0,3.0,11560.0,"1,7",2023-12-17 23:45:02.228,2023-12-17 23:45:02.671
14484CA85F912,2.1,5.6,100.0,7.0,,,,,2023-12-17 23:49:00.000,2023-12-17 23:50:03.169
14484CA85F912,,,,,27.0,4.0,11561.0,"1,7",2023-12-17 23:50:00.227,2023-12-17 23:50:01.294
14484CA85F912,2.1,5.7,99.0,7.0,,,,,2023-12-17 23:54:00.000,2023-12-17 23:55:04.632
14484CA85F912,,,,,28.0,3.0,11562.0,"1,7",2023-12-17 23:55:01.667,2023-12-17 23:55:01.935
14484CA85F912,2.1,5.6,99.0,7.0,,,,,2023-12-17 23:59:00.000,2023-12-18 00:00:06.284
14484CA85F912,,,,,27.0,3.0,11563.0,"1,7",2023-12-18 00:00:01.588,2023-12-18 00:00:02.059
14484CA85F912,2.1,5.7,100.0,7.0,,,,,2023-12-18 00:04:00.000,2023-12-18 00:05:04.934
14484CA85F912,,,,,27.0,4.0,11564.0,"1,7",2023-12-18 00:05:01.587,2023-12-18 00:05:02.652
14484CA85F912,2.0,5.6,100.0,7.0,,,,,2023-12-18 00:09:00.000,2023-12-18 00:10:08.277
14484CA85F912,,,,,28.0,4.0,11565.0,"1,7",2023-12-18 00:10:05.348,2023-12-18 00:10:05.719
14484CA85F912,2.0,5.6,100.0,7.0,,,,,2023-12-18 00:14:00.000,2023-12-18 00:15:03.696
14484CA85F912,,,,,27.0,3.0,11566.0,"1,7",2023-12-18 00:15:00.387,2023-12-18 00:15:00.647
14484CA85F912,2.0,5.7,100.0,7.0,,,,,2023-12-18 00:19:00.000,2023-12-18 00:20:04.499
14484CA85F912,,,,,28.0,3.0,11567.0,"1,7",2023-12-18 00:20:01.515,2023-12-18 00:20:01.700
14484CA85F912,2.0,5.6,99.0,7.0,,,,,2023-12-18 00:24:00.000,2023-12-18 00:25:03.042
14484CA85F912,,,,,27.0,3.0,11568.0,"1,7",2023-12-18 00:24:59.988,2023-12-18 00:25:00.147
14484CA85F912,2.0,5.7,100.0,7.0,,,,,2023-12-18 00:29:00.000,2023-12-18 00:30:05.155
14484CA85F912,,,,,28.0,3.0,11569.0,"1,7",2023-12-18 00:30:01.590,2023-12-18 00:30:01.715
14484CA85F912,2.0,5.7,99.0,7.0,,,,,2023-12-18 00:34:00.000,2023-12-18 00:35:26.425
14484CA85F912,,,,,28.0,3.0,11570.0,"1,7",2023-12-18 00:35:23.347,2023-12-18 00:35:23.471
14484CA85F912,2.0,5.6,99.0,7.0,,,,,2023-12-18 00:39:00.000,2023-12-18 00:40:03.971
14484CA85F912,,,,,28.0,3.0,11571.0,"1,7",2023-12-18 00:40:00.547,2023-12-18 00:40:00.687
14484CA85F912,2.0,5.7,100.0,7.0,,,,,2023-12-18 00:44:00.000,2023-12-18 00:45:06.262
14484CA85F912,,,,,28.0,3.0,11572.0,"1,7",2023-12-18 00:45:03.187,2023-12-18 00:45:03.820
14484CA85F912,2.0,5.6,100.0,7.0,,,,,2023-12-18 00:49:00.000,2023-12-18 00:50:03.114
14484CA85F912,,,,,28.0,3.0,11573.0,"1,7",2023-12-18 00:50:00.148,2023-12-18 00:50:00.643
14484CA85F912,2.0,5.6,100.0,7.0,,,,,2023-12-18 00:54:00.000,2023-12-18 00:55:08.710
14484CA85F912,,,,,28.0,3.0,11574.0,"1,7",2023-12-18 00:55:05.835,2023-12-18 00:55:05.969
14484CA85F912,2.0,5.6,100.0,7.0,,,,,2023-12-18 00:59:00.000,2023-12-18 01:00:06.149
14484CA85F912,,,,,28.0,4.0,11575.0,"1,7",2023-12-18 01:00:03.107,2023-12-18 01:00:03.639
14484CA85F912,2.0,5.6,100.0,7.0,,,,,2023-12-18 01:04:00.000,2023-12-18 01:05:04.065
14484CA85F912,,,,,26.0,4.0,11576.0,"1,7",2023-12-18 01:05:00.707,2023-12-18 01:05:02.616
14484CA85F912,2.0,5.4,100.0,7.0,,,,,2023-12-18 01:09:00.000,2023-12-18 01:10:07.708
14484CA85F912,,,,,28.0,4.0,11577.0,"1,7",2023-12-18 01:10:04.628,2023-12-18 01:10:04.770
14484CA85F912,1.9,5.4,100.0,7.0,,,,,2023-12-18 01:14:00.000,2023-12-18 01:15:04.411
14484CA85F912,,,,,27.0,3.0,11578.0,"1,7",2023-12-18 01:15:00.308,2023-12-18 01:15:00.613
14484CA85F912,1.9,5.5,100.0,7.0,,,,,2023-12-18 01:19:00.000,2023-12-18 01:20:03.791
14484CA85F912,,,,,28.0,3.0,11579.0,"1,7",2023-12-18 01:20:00.875,2023-12-18 01:20:00.972
14484CA85F912,1.9,5.5,100.0,7.0,,,,,2023-12-18 01:24:00.000,2023-12-18 01:25:07.048
14484CA85F912,,,,,28.0,3.0,11580.0,"1,7",2023-12-18 01:25:03.267,2023-12-18 01:25:03.451
14484CA85F912,1.8,5.5,100.0,7.0,,,,,2023-12-18 01:29:00.000,2023-12-18 01:30:03.633
14484CA85F912,,,,,28.0,3.0,11581.0,"1,7",2023-12-18 01:30:00.627,2023-12-18 01:30:02.458
14484CA85F912,1.8,5.4,100.0,7.0,,,,,2023-12-18 01:34:00.000,2023-12-18 01:35:07.894
14484CA85F912,,,,,28.0,3.0,11582.0,"1,7",2023-12-18 01:35:04.787,2023-12-18 01:35:04.998
14484CA85F912,1.8,5.4,100.0,7.0,,,,,2023-12-18 01:39:00.000,2023-12-18 01:40:27.801
14484CA85F912,,,,,26.0,3.0,11583.0,"1,7",2023-12-18 01:40:24.867,2023-12-18 01:40:25.601
14484CA85F912,1.7,5.4,100.0,7.0,,,,,2023-12-18 01:44:00.000,2023-12-18 01:45:24.419
14484CA85F912,,,,,25.0,3.0,11584.0,"1,7",2023-12-18 01:45:21.428,2023-12-18 01:45:21.546
14484CA85F912,1.8,5.4,100.0,7.0,,,,,2023-12-18 01:49:00.000,2023-12-18 01:50:06.548
14484CA85F912,,,,,27.0,3.0,11585.0,"1,7",2023-12-18 01:50:03.427,2023-12-18 01:50:03.553
14484CA85F912,1.8,5.5,100.0,7.0,,,,,2023-12-18 01:54:00.000,2023-12-18 01:55:03.934
14484CA85F912,,,,,28.0,3.0,11586.0,"1,7",2023-12-18 01:55:01.026,2023-12-18 01:55:01.257
14484CA85F912,1.8,5.4,99.0,7.0,,,,,2023-12-18 01:59:00.000,2023-12-18 02:00:08.008
14484CA85F912,,,,,27.0,3.0,11587.0,"1,7",2023-12-18 02:00:04.950,2023-12-18 02:00:05.675
14484CA85F912,1.8,5.6,100.0,7.0,,,,,2023-12-18 02:04:00.000,2023-12-18 02:05:03.589
14484CA85F912,,,,,27.0,3.0,11588.0,"1,7",2023-12-18 02:05:00.628,2023-12-18 02:05:00.686
14484CA85F912,1.9,5.5,100.0,7.0,,,,,2023-12-18 02:09:00.000,2023-12-18 02:10:04.367
14484CA85F912,,,,,28.0,4.0,11589.0,"1,7",2023-12-18 02:10:01.195,2023-12-18 02:10:01.355
14484CA85F912,1.9,5.5,100.0,7.0,,,,,2023-12-18 02:14:00.000,2023-12-18 02:15:06.492
14484CA85F912,,,,,28.0,3.0,11590.0,"1,7",2023-12-18 02:15:03.347,2023-12-18 02:15:03.820
14484CA85F912,1.9,5.6,100.0,7.0,,,,,2023-12-18 02:19:00.000,2023-12-18 02:20:04.130
14484CA85F912,,,,,28.0,3.0,11591.0,"1,7",2023-12-18 02:20:00.868,2023-12-18 02:20:01.131
14484CA85F912,2.0,5.6,100.0,7.0,,,,,2023-12-18 02:24:00.000,2023-12-18 02:25:08.069
14484CA85F912,,,,,28.0,3.0,11592.0,"1,7",2023-12-18 02:25:05.108,2023-12-18 02:25:05.307
14484CA85F912,2.0,5.6,100.0,7.0,,,,,2023-12-18 02:29:00.000,2023-12-18 02:30:03.862
14484CA85F912,,,,,27.0,3.0,11593.0,"1,7",2023-12-18 02:30:00.788,2023-12-18 02:30:01.524
14484CA85F912,2.0,5.7,100.0,7.0,,,,,2023-12-18 02:34:00.000,2023-12-18 02:35:05.022
14484CA85F912,,,,,28.0,3.0,11594.0,"1,7",2023-12-18 02:35:01.354,2023-12-18 02:35:02.105
14484CA85F912,2.0,5.7,99.0,7.0,,,,,2023-12-18 02:39:00.000,2023-12-18 02:40:07.012
14484CA85F912,,,,,26.0,4.0,11595.0,"1,7",2023-12-18 02:40:03.667,2023-12-18 02:40:03.725
14484CA85F912,2.0,5.8,100.0,7.0,,,,,2023-12-18 02:44:00.000,2023-12-18 02:45:04.012
14484CA85F912,,,,,26.0,4.0,11596.0,"1,7",2023-12-18 02:45:00.963,2023-12-18 02:45:02.048
14484CA85F912,2.1,5.9,99.0,7.0,,,,,2023-12-18 02:49:00.000,2023-12-18 02:50:06.625
14484CA85F912,,,,,28.0,3.0,11597.0,"1,7",2023-12-18 02:50:03.667,2023-12-18 02:50:03.797
14484CA85F912,2.1,5.9,98.0,7.0,,,,,2023-12-18 02:54:00.000,2023-12-18 02:55:03.593
14484CA85F912,,,,,27.0,3.0,11598.0,"1,7",2023-12-18 02:55:00.628,2023-12-18 02:55:01.635
14484CA85F912,2.1,5.9,99.0,7.0,,,,,2023-12-18 02:59:00.000,2023-12-18 03:00:06.692
14484CA85F912,,,,,27.0,3.0,11599.0,"1,7",2023-12-18 03:00:03.748,2023-12-18 03:00:03.809
14484CA85F912,2.2,5.8,99.0,7.0,,,,,2023-12-18 03:04:00.000,2023-12-18 03:05:06.987
14484CA85F912,,,,,28.0,4.0,11600.0,"1,7",2023-12-18 03:05:03.667,2023-12-18 03:05:05.776
14484CA85F912,2.2,6.0,99.0,7.0,,,,,2023-12-18 03:09:00.000,2023-12-18 03:10:04.403
14484CA85F912,,,,,28.0,3.0,11601.0,"1,7",2023-12-18 03:10:01.187,2023-12-18 03:10:01.242
14484CA85F912,2.2,5.9,99.0,7.0,,,,,2023-12-18 03:14:00.000,2023-12-18 03:15:06.715
14484CA85F912,,,,,28.0,3.0,11602.0,"1,7",2023-12-18 03:15:03.668,2023-12-18 03:15:03.722
14484CA85F912,2.2,5.9,99.0,7.0,,,,,2023-12-18 03:19:00.000,2023-12-18 03:20:03.852
14484CA85F912,,,,,27.0,3.0,11603.0,"1,7",2023-12-18 03:20:00.795,2023-12-18 03:20:00.852
14484CA85F912,2.2,5.9,99.0,7.0,,,,,2023-12-18 03:24:00.000,2023-12-18 03:25:04.571
14484CA85F912,,,,,28.0,3.0,11604.0,"1,7",2023-12-18 03:25:01.674,2023-12-18 03:25:01.716
14484CA85F912,2.2,6.0,99.0,7.0,,,,,2023-12-18 03:29:00.000,2023-12-18 03:30:08.059
14484CA85F912,,,,,29.0,3.0,11605.0,"1,7",2023-12-18 03:30:04.948,2023-12-18 03:30:05.155
14484CA85F912,2.3,5.8,99.0,7.0,,,,,2023-12-18 03:34:00.000,2023-12-18 03:35:04.483
14484CA85F912,,,,,28.0,4.0,11606.0,"1,7",2023-12-18 03:35:01.267,2023-12-18 03:35:01.375
14484CA85F912,2.3,5.9,99.0,7.0,,,,,2023-12-18 03:39:00.000,2023-12-18 03:40:06.814
14484CA85F912,,,,,28.0,3.0,11607.0,"1,7",2023-12-18 03:40:03.827,2023-12-18 03:40:03.947
14484CA85F912,2.3,5.9,99.0,7.0,,,,,2023-12-18 03:44:00.000,2023-12-18 03:45:04.153
14484CA85F912,,,,,27.0,3.0,11608.0,"1,7",2023-12-18 03:45:00.948,2023-12-18 03:45:01.074
14484CA85F912,2.3,5.9,99.0,7.0,,,,,2023-12-18 03:49:00.000,2023-12-18 03:50:04.917
14484CA85F912,,,,,28.0,3.0,11609.0,"1,7",2023-12-18 03:50:01.837,2023-12-18 03:50:01.932
14484CA85F912,2.3,5.9,99.0,7.0,,,,,2023-12-18 03:54:00.000,2023-12-18 03:55:07.081
14484CA85F912,,,,,28.0,4.0,11610.0,"1,7",2023-12-18 03:55:03.987,2023-12-18 03:55:04.043
14484CA85F912,2.3,6.0,99.0,7.0,,,,,2023-12-18 03:59:00.000,2023-12-18 04:00:04.520
14484CA85F912,,,,,28.0,3.0,11611.0,"1,7",2023-12-18 04:00:01.427,2023-12-18 04:00:01.584
14484CA85F912,2.3,5.9,99.0,7.0,,,,,2023-12-18 04:04:00.000,2023-12-18 04:05:08.751
14484CA85F912,,,,,28.0,4.0,11612.0,"1,7",2023-12-18 04:05:05.427,2023-12-18 04:05:05.714
14484CA85F912,2.3,5.9,98.0,7.0,,,,,2023-12-18 04:09:00.000,2023-12-18 04:10:04.692
14484CA85F912,,,,,27.0,3.0,11613.0,"1,7",2023-12-18 04:10:01.427,2023-12-18 04:10:01.529
14484CA85F912,2.3,5.9,99.0,7.0,,,,,2023-12-18 04:14:00.000,2023-12-18 04:15:05.171
