networkId,distance,waterLevel,batteryLevel,rssi,seqNumber,firmwareVersion,messageType,time,createdAt
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T07:04:00.000,2024-01-01T08:42:31.797
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T07:08:30.000,2024-01-01T08:42:36.361
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T07:13:30.000,2024-01-01T08:42:43.041
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-01T07:18:30.000,2024-01-01T08:42:47.208
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T07:23:30.000,2024-01-01T08:42:52.609
14484CA7BED21,1.67,0.02,6.0,,,,,2024-01-01T07:28:30.000,2024-01-01T08:42:58.640
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T07:33:30.000,2024-01-01T08:43:02.866
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T07:38:30.000,2024-01-01T08:43:11.007
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T07:43:30.000,2024-01-01T08:43:11.126
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T07:48:30.000,2024-01-01T08:43:13.651
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T07:53:30.000,2024-01-01T08:43:22.142
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T07:58:30.000,2024-01-01T08:43:23.357
14484CA7BED21,1.63,0.06,6.0,,,,,2024-01-01T08:03:30.000,2024-01-01T08:43:28.304
14484CA7BED21,1.55,0.14,6.0,,,,,2024-01-01T08:08:30.000,2024-01-01T08:43:34.882
14484CA7BED21,1.55,0.14,6.0,,,,,2024-01-01T08:13:30.000,2024-01-01T08:43:38.102
14484CA7BED21,1.63,0.06,6.0,,,,,2024-01-01T08:18:30.000,2024-01-01T08:43:45.340
14484CA7BED21,1.67,0.02,6.0,,,,,2024-01-01T08:23:30.000,2024-01-01T08:43:46.408
14484CA7BED21,1.6800000000000002,0.01,6.0,,,,,2024-01-01T08:28:30.000,2024-01-01T08:43:51.070
14484CA7BED21,1.63,0.06,6.0,,,,,2024-01-01T08:33:30.000,2024-01-01T08:43:56.499
14484CA7BED21,1.6400000000000001,0.05,6.0,,,,,2024-01-01T08:38:30.000,2024-01-01T08:44:00.927
14484CA7BED21,,,,4.0,289.0,"1,4",cfg,2024-01-01T08:42:25.199,2024-01-01T08:42:25.680
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T08:43:30.000,2024-01-01T10:21:20.653
14484CA7BED21,1.7000000000000002,0.0,6.0,,,,,2024-01-01T08:48:30.000,2024-01-01T10:21:25.992
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-01T08:53:30.000,2024-01-01T10:21:29.767
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T08:58:30.000,2024-01-01T10:21:34.461
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T09:03:30.000,2024-01-01T10:21:40.518
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T09:08:30.000,2024-01-01T10:21:42.838
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T09:13:30.000,2024-01-01T10:21:46.641
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T09:18:30.000,2024-01-01T10:21:51.107
14484CA7BED21,1.6400000000000001,0.05,6.0,,,,,2024-01-01T09:23:30.000,2024-01-01T10:21:54.648
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T09:28:30.000,2024-01-01T10:21:57.416
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T09:33:30.000,2024-01-01T10:22:02.409
14484CA7BED21,1.69,0.0,6.0,,,,,2024-01-01T09:38:30.000,2024-01-01T10:22:05.170
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T09:43:30.000,2024-01-01T10:22:09.611
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-01T09:48:30.000,2024-01-01T10:22:13.193
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T09:53:30.000,2024-01-01T10:22:17.663
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T09:58:30.000,2024-01-01T10:22:20.866
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T10:03:30.000,2024-01-01T10:22:24.538
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T10:08:30.000,2024-01-01T10:22:28.157
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-01T10:13:30.000,2024-01-01T10:22:31.984
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T10:18:30.000,2024-01-01T10:22:35.832
14484CA7BED21,,,,6.0,290.0,"1,4",cfg,2024-01-01T10:21:15.473,2024-01-01T10:21:15.650
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T10:25:00.000,2024-01-01T12:03:52.480
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T10:30:00.000,2024-01-01T12:03:54.823
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T10:35:00.000,2024-01-01T12:03:58.220
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T10:40:00.000,2024-01-01T12:04:00.318
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T10:45:00.000,2024-01-01T12:04:02.567
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-01T10:50:00.000,2024-01-01T12:04:05.406
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T10:55:00.000,2024-01-01T12:04:09.513
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T11:00:00.000,2024-01-01T12:04:16.984
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T11:05:00.000,2024-01-01T12:04:20.709
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T11:10:00.000,2024-01-01T12:04:25.443
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T11:15:00.000,2024-01-01T12:04:31.976
14484CA7BED21,1.7000000000000002,0.0,6.3,,,,,2024-01-01T11:20:00.000,2024-01-01T12:04:39.914
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-01T11:25:00.000,2024-01-01T12:04:44.605
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T11:30:00.000,2024-01-01T12:04:50.624
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T11:35:00.000,2024-01-01T12:04:57.980
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T11:40:00.000,2024-01-01T12:05:05.506
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T11:45:00.000,2024-01-01T12:05:13.708
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T11:50:00.000,2024-01-01T12:05:21.482
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T11:55:00.000,2024-01-01T12:05:23.606
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-01T12:00:00.000,2024-01-01T12:05:28.270
14484CA7BED21,,,,5.0,291.0,"1,4",cfg,2024-01-01T12:03:48.584,2024-01-01T12:03:50.181
14484CA7BED21,4.95,0.0,5.8,,,,,2024-01-01T12:06:00.000,2024-01-01T15:30:53.431
14484CA7BED21,4.95,0.0,5.8,,,,,2024-01-01T12:11:00.000,2024-01-01T15:31:00.597
14484CA7BED21,1.65,0.04,5.8,,,,,2024-01-01T12:16:00.000,2024-01-01T15:31:04.427
14484CA7BED21,4.95,0.0,5.8,,,,,2024-01-01T12:21:00.000,2024-01-01T15:31:06.593
14484CA7BED21,1.6600000000000001,0.03,5.8,,,,,2024-01-01T12:26:00.000,2024-01-01T15:31:14.802
14484CA7BED21,1.71,0.0,5.8,,,,,2024-01-01T12:31:00.000,2024-01-01T15:31:16.611
14484CA7BED21,4.95,0.0,5.8,,,,,2024-01-01T12:36:00.000,2024-01-01T15:31:22.575
14484CA7BED21,4.95,0.0,5.8,,,,,2024-01-01T12:41:00.000,2024-01-01T15:31:27.730
14484CA7BED21,4.95,0.0,5.8,,,,,2024-01-01T12:46:00.000,2024-01-01T15:31:32.762
14484CA7BED21,1.6600000000000001,0.03,5.8,,,,,2024-01-01T12:51:00.000,2024-01-01T15:31:38.201
14484CA7BED21,1.65,0.04,5.8,,,,,2024-01-01T12:56:00.000,2024-01-01T15:31:44.503
14484CA7BED21,1.6600000000000001,0.03,5.8,,,,,2024-01-01T13:01:00.000,2024-01-01T15:31:49.474
14484CA7BED21,4.95,0.0,5.8,,,,,2024-01-01T13:06:00.000,2024-01-01T15:31:54.568
14484CA7BED21,1.92,0.0,5.8,,,,,2024-01-01T13:11:00.000,2024-01-01T15:32:01.708
14484CA7BED21,1.6400000000000001,0.05,5.8,,,,,2024-01-01T13:16:00.000,2024-01-01T15:32:06.506
14484CA7BED21,1.65,0.04,5.8,,,,,2024-01-01T13:21:00.000,2024-01-01T15:32:11.198
14484CA7BED21,1.58,0.11,5.8,,,,,2024-01-01T13:26:00.000,2024-01-01T15:32:16.336
14484CA7BED21,1.62,0.07,5.8,,,,,2024-01-01T13:31:00.000,2024-01-01T15:32:21.453
14484CA7BED21,1.6,0.09,5.8,,,,,2024-01-01T13:36:00.000,2024-01-01T15:32:26.545
14484CA7BED21,1.62,0.07,5.8,,,,,2024-01-01T13:41:00.000,2024-01-01T15:32:31.697
14484CA7BED21,1.7000000000000002,0.0,5.9,,,,,2024-01-01T13:55:00.000,2024-01-01T15:32:36.949
14484CA7BED21,1.6400000000000001,0.05,5.9,,,,,2024-01-01T14:00:00.000,2024-01-01T15:32:44.840
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T14:05:00.000,2024-01-01T15:32:49.603
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T14:10:00.000,2024-01-01T15:32:55.467
14484CA7BED21,1.6600000000000001,0.03,5.9,,,,,2024-01-01T14:15:00.000,2024-01-01T15:33:01.237
14484CA7BED21,1.6400000000000001,0.05,5.9,,,,,2024-01-01T14:20:00.000,2024-01-01T15:33:08.831
14484CA7BED21,1.6400000000000001,0.05,5.9,,,,,2024-01-01T14:25:00.000,2024-01-01T15:33:13.951
14484CA7BED21,4.95,0.0,5.9,,,,,2024-01-01T14:30:00.000,2024-01-01T15:33:19.328
14484CA7BED21,1.6600000000000001,0.03,5.9,,,,,2024-01-01T14:35:00.000,2024-01-01T15:33:24.277
14484CA7BED21,1.6400000000000001,0.05,5.9,,,,,2024-01-01T14:40:00.000,2024-01-01T15:33:30.927
14484CA7BED21,4.95,0.0,5.9,,,,,2024-01-01T14:45:00.000,2024-01-01T15:33:35.703
14484CA7BED21,4.95,0.0,5.9,,,,,2024-01-01T14:50:00.000,2024-01-01T15:33:39.494
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T14:55:00.000,2024-01-01T15:33:41.459
14484CA7BED21,1.6600000000000001,0.03,5.9,,,,,2024-01-01T15:00:00.000,2024-01-01T15:33:44.866
14484CA7BED21,1.6600000000000001,0.03,5.9,,,,,2024-01-01T15:05:00.000,2024-01-01T15:33:48.618
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T15:10:00.000,2024-01-01T15:33:52.726
14484CA7BED21,4.95,0.0,5.9,,,,,2024-01-01T15:15:00.000,2024-01-01T15:33:56.326
14484CA7BED21,1.67,0.02,5.9,,,,,2024-01-01T15:20:00.000,2024-01-01T15:34:00.269
14484CA7BED21,4.95,0.0,5.9,,,,,2024-01-01T15:25:00.000,2024-01-01T15:34:04.531
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T15:30:00.000,2024-01-01T15:34:07.657
14484CA7BED21,,,,6.0,292.0,"1,4",cfg,2024-01-01T15:30:48.242,2024-01-01T15:30:48.297
14484CA7BED21,1.92,0.0,6.3,,,,,2024-01-01T15:35:00.000,2024-01-01T17:12:13.820
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T15:40:00.000,2024-01-01T17:12:18.861
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T15:45:00.000,2024-01-01T17:12:24.070
14484CA7BED21,1.67,0.02,6.3,,,,,2024-01-01T15:50:00.000,2024-01-01T17:12:29.141
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T15:55:00.000,2024-01-01T17:12:34.224
14484CA7BED21,1.71,0.0,6.3,,,,,2024-01-01T16:00:00.000,2024-01-01T17:12:40.135
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T16:05:00.000,2024-01-01T17:12:44.535
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T16:10:00.000,2024-01-01T17:12:49.186
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T16:15:00.000,2024-01-01T17:12:54.662
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T16:20:00.000,2024-01-01T17:12:59.889
14484CA7BED21,1.6800000000000002,0.01,6.3,,,,,2024-01-01T16:25:00.000,2024-01-01T17:13:04.868
14484CA7BED21,1.6099999999999999,0.08,6.3,,,,,2024-01-01T16:30:00.000,2024-01-01T17:13:09.964
14484CA7BED21,1.6099999999999999,0.08,6.3,,,,,2024-01-01T16:35:00.000,2024-01-01T17:13:15.197
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-01T16:40:00.000,2024-01-01T17:13:20.220
14484CA7BED21,1.6400000000000001,0.05,6.3,,,,,2024-01-01T16:45:00.000,2024-01-01T17:13:23.810
14484CA7BED21,1.6400000000000001,0.05,6.3,,,,,2024-01-01T16:50:00.000,2024-01-01T17:13:26.078
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T16:55:00.000,2024-01-01T17:13:33.278
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T17:00:00.000,2024-01-01T17:13:38.573
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T17:05:00.000,2024-01-01T17:13:41.465
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T17:10:00.000,2024-01-01T17:13:44.148
14484CA7BED21,,,,6.0,293.0,"1,4",cfg,2024-01-01T17:12:09.290,2024-01-01T17:12:09.406
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T17:15:00.000,2024-01-01T18:51:56.253
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T17:20:00.000,2024-01-01T18:52:01.948
14484CA7BED21,1.6400000000000001,0.05,6.0,,,,,2024-01-01T17:25:00.000,2024-01-01T18:52:05.106
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T17:30:00.000,2024-01-01T18:52:08.741
14484CA7BED21,1.6400000000000001,0.05,6.0,,,,,2024-01-01T17:35:00.000,2024-01-01T18:52:11.614
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T17:40:00.000,2024-01-01T18:52:13.716
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T17:45:00.000,2024-01-01T18:52:15.972
14484CA7BED21,1.71,0.0,6.0,,,,,2024-01-01T17:50:00.000,2024-01-01T18:52:18.134
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T17:55:00.000,2024-01-01T18:52:20.063
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T18:00:00.000,2024-01-01T18:52:24.320
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T18:05:00.000,2024-01-01T18:52:27.997
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T18:10:00.000,2024-01-01T18:52:35.348
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T18:15:00.000,2024-01-01T18:52:38.895
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T18:20:00.000,2024-01-01T18:52:44.520
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-01T18:25:00.000,2024-01-01T18:52:47.765
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T18:30:00.000,2024-01-01T18:52:52.629
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T18:35:00.000,2024-01-01T18:52:55.463
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T18:40:00.000,2024-01-01T18:52:59.102
14484CA7BED21,1.71,0.0,6.0,,,,,2024-01-01T18:45:00.000,2024-01-01T18:53:02.331
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T18:50:00.000,2024-01-01T18:53:05.367
14484CA7BED21,,,,6.0,294.0,"1,4",cfg,2024-01-01T18:51:50.266,2024-01-01T18:51:50.542
14484CA7BED21,1.7000000000000002,0.0,5.9,,,,,2024-01-01T18:55:00.000,2024-01-01T20:34:43.659
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T19:00:00.000,2024-01-01T20:34:51.684
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T19:05:00.000,2024-01-01T20:34:56.336
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T19:10:00.000,2024-01-01T20:35:04.614
14484CA7BED21,1.6600000000000001,0.03,5.9,,,,,2024-01-01T19:15:00.000,2024-01-01T20:35:06.331
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T19:20:00.000,2024-01-01T20:35:11.651
14484CA7BED21,4.95,0.0,5.9,,,,,2024-01-01T19:25:00.000,2024-01-01T20:35:17.616
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T19:30:00.000,2024-01-01T20:35:21.919
14484CA7BED21,1.6600000000000001,0.03,5.9,,,,,2024-01-01T19:35:00.000,2024-01-01T20:35:27.185
14484CA7BED21,4.95,0.0,5.9,,,,,2024-01-01T19:40:00.000,2024-01-01T20:35:32.042
14484CA7BED21,1.6600000000000001,0.03,5.9,,,,,2024-01-01T19:45:00.000,2024-01-01T20:35:37.141
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T19:50:00.000,2024-01-01T20:35:42.231
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T19:55:00.000,2024-01-01T20:35:47.516
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T20:00:00.000,2024-01-01T20:35:52.465
14484CA7BED21,1.6600000000000001,0.03,5.9,,,,,2024-01-01T20:05:00.000,2024-01-01T20:35:57.780
14484CA7BED21,4.95,0.0,5.9,,,,,2024-01-01T20:10:00.000,2024-01-01T20:36:02.933
14484CA7BED21,1.65,0.04,5.9,,,,,2024-01-01T20:15:00.000,2024-01-01T20:36:07.861
14484CA7BED21,1.7000000000000002,0.0,5.9,,,,,2024-01-01T20:20:00.000,2024-01-01T20:36:12.974
14484CA7BED21,1.7000000000000002,0.0,5.9,,,,,2024-01-01T20:25:00.000,2024-01-01T20:36:18.141
14484CA7BED21,4.95,0.0,5.9,,,,,2024-01-01T20:30:00.000,2024-01-01T20:36:23.345
14484CA7BED21,,,,6.0,295.0,"1,4",cfg,2024-01-01T20:34:35.564,2024-01-01T20:34:35.653
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T20:36:30.000,2024-01-01T22:12:15.197
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T20:41:00.000,2024-01-01T22:12:17.577
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T20:46:00.000,2024-01-01T22:12:20.419
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T20:51:00.000,2024-01-01T22:12:24.053
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-01T20:56:00.000,2024-01-01T22:12:28.176
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T21:01:00.000,2024-01-01T22:12:31.679
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T21:06:00.000,2024-01-01T22:12:36.761
14484CA7BED21,1.71,0.0,6.0,,,,,2024-01-01T21:11:00.000,2024-01-01T22:12:39.652
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T21:16:00.000,2024-01-01T22:12:43.370
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T21:21:00.000,2024-01-01T22:12:47.022
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T21:26:00.000,2024-01-01T22:12:51.401
14484CA7BED21,1.7000000000000002,0.0,6.0,,,,,2024-01-01T21:31:00.000,2024-01-01T22:12:56.632
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-01T21:36:00.000,2024-01-01T22:12:59.894
14484CA7BED21,1.72,0.0,6.0,,,,,2024-01-01T21:41:00.000,2024-01-01T22:13:04.044
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T21:46:00.000,2024-01-01T22:13:09.438
14484CA7BED21,1.69,0.0,6.0,,,,,2024-01-01T21:51:00.000,2024-01-01T22:13:11.363
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-01T21:56:00.000,2024-01-01T22:13:17.195
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T22:01:00.000,2024-01-01T22:13:22.055
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T22:06:00.000,2024-01-01T22:13:29.782
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-01T22:11:00.000,2024-01-01T22:13:37.383
14484CA7BED21,,,,6.0,296.0,"1,4",cfg,2024-01-01T22:12:10.044,2024-01-01T22:12:10.298
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T22:16:00.000,2024-01-01T23:53:10.170
14484CA7BED21,1.69,0.0,6.3,,,,,2024-01-01T22:21:00.000,2024-01-01T23:53:15.382
14484CA7BED21,1.71,0.0,6.3,,,,,2024-01-01T22:26:00.000,2024-01-01T23:53:20.202
14484CA7BED21,1.6800000000000002,0.01,6.3,,,,,2024-01-01T22:31:00.000,2024-01-01T23:53:25.377
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T22:36:00.000,2024-01-01T23:53:29.160
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T22:41:00.000,2024-01-01T23:53:31.209
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-01T22:46:00.000,2024-01-01T23:53:36.536
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T22:51:00.000,2024-01-01T23:53:40.615
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-01T22:56:00.000,2024-01-01T23:53:44.448
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T23:01:00.000,2024-01-01T23:53:47.915
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T23:06:00.000,2024-01-01T23:53:53.105
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-01T23:11:00.000,2024-01-01T23:53:56.125
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T23:16:00.000,2024-01-01T23:54:03.876
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T23:21:00.000,2024-01-01T23:54:06.499
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-01T23:26:00.000,2024-01-01T23:54:11.017
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-01T23:31:00.000,2024-01-01T23:54:16.438
14484CA7BED21,1.71,0.0,6.3,,,,,2024-01-01T23:36:00.000,2024-01-01T23:54:22.370
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T23:41:00.000,2024-01-01T23:54:26.958
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T23:46:00.000,2024-01-01T23:54:30.239
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-01T23:51:00.000,2024-01-01T23:54:34.885
14484CA7BED21,,,,5.0,297.0,"1,4",cfg,2024-01-01T23:53:03.813,2024-01-01T23:53:04.246
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-01T23:56:00.000,2024-01-02T01:32:17.728
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-02T00:01:00.000,2024-01-02T01:32:21.527
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-02T00:06:00.000,2024-01-02T01:32:25.285
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-02T00:11:00.000,2024-01-02T01:32:29.297
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-02T00:16:00.000,2024-01-02T01:32:33.158
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-02T00:21:00.000,2024-01-02T01:32:36.754
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-02T00:26:00.000,2024-01-02T01:32:40.638
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-02T00:31:00.000,2024-01-02T01:32:44.471
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-02T00:36:00.000,2024-01-02T01:32:48.236
14484CA7BED21,1.71,0.0,6.0,,,,,2024-01-02T00:41:00.000,2024-01-02T01:32:52.164
14484CA7BED21,1.69,0.0,6.0,,,,,2024-01-02T00:46:00.000,2024-01-02T01:32:56.820
14484CA7BED21,1.65,0.04,6.0,,,,,2024-01-02T00:51:00.000,2024-01-02T01:32:59.844
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-02T00:56:00.000,2024-01-02T01:33:03.776
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-02T01:01:00.000,2024-01-02T01:33:07.753
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-02T01:06:00.000,2024-01-02T01:33:12.212
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-02T01:11:00.000,2024-01-02T01:33:15.345
14484CA7BED21,1.6600000000000001,0.03,6.0,,,,,2024-01-02T01:16:00.000,2024-01-02T01:33:19.312
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-02T01:21:00.000,2024-01-02T01:33:23.035
14484CA7BED21,1.71,0.0,6.0,,,,,2024-01-02T01:26:00.000,2024-01-02T01:33:26.967
14484CA7BED21,4.95,0.0,6.0,,,,,2024-01-02T01:31:00.000,2024-01-02T01:33:31.419
14484CA7BED21,,,,6.0,298.0,"1,4",cfg,2024-01-02T01:32:12.030,2024-01-02T01:32:12.126
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-02T01:36:00.000,2024-01-02T03:15:56.662
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-02T01:41:00.000,2024-01-02T03:16:01.028
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-02T01:46:00.000,2024-01-02T03:16:06.226
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-02T01:51:00.000,2024-01-02T03:16:12.055
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-02T01:56:00.000,2024-01-02T03:16:14.550
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-02T02:01:00.000,2024-01-02T03:16:18.424
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-02T02:06:00.000,2024-01-02T03:16:22.238
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-02T02:11:00.000,2024-01-02T03:16:25.328
14484CA7BED21,1.6600000000000001,0.03,6.3,,,,,2024-01-02T02:16:00.000,2024-01-02T03:16:29.068
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-02T02:21:00.000,2024-01-02T03:16:33.859
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-02T02:26:00.000,2024-01-02T03:16:38.150
14484CA7BED21,1.71,0.0,6.3,,,,,2024-01-02T02:31:00.000,2024-01-02T03:16:41.893
14484CA7BED21,1.6400000000000001,0.05,6.3,,,,,2024-01-02T02:36:00.000,2024-01-02T03:16:45.754
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-02T02:41:00.000,2024-01-02T03:16:49.516
14484CA7BED21,1.65,0.04,6.3,,,,,2024-01-02T02:46:00.000,2024-01-02T03:16:54.208
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-02T02:51:00.000,2024-01-02T03:16:59.480
14484CA7BED21,4.95,0.0,6.3,,,,,2024-01-02T02:56:00.000,2024-01-02T03:17:03.935
