networkId,distance,waterLevel,batteryLevel,rssi,seqNumber,firmwareVersion,messageType,time,createdAt
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 02:39:30.000,2023-12-12 03:41:08.791
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 02:44:30.000,2023-12-12 03:41:14.040
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 02:49:30.000,2023-12-12 03:41:18.987
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 02:54:30.000,2023-12-12 03:41:24.091
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 02:59:30.000,2023-12-12 03:41:29.265
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 03:04:30.000,2023-12-12 03:41:36.060
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 03:09:30.000,2023-12-12 03:41:47.837
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 03:14:30.000,2023-12-12 03:41:52.288
14484CA7BED21,167.0,0.02,6.1,,,,,2023-12-12 03:19:30.000,2023-12-12 03:41:59.354
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 03:24:30.000,2023-12-12 03:42:03.884
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 03:29:30.000,2023-12-12 03:42:08.950
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 03:34:30.000,2023-12-12 03:42:13.997
14484CA7BED21,166.0,0.03,6.1,,,,,2023-12-12 03:39:30.000,2023-12-12 03:42:19.123
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 03:44:30.000,2023-12-12 05:20:35.145
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 03:49:30.000,2023-12-12 05:20:40.365
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 03:54:30.000,2023-12-12 05:20:46.923
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 03:59:30.000,2023-12-12 05:20:51.693
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 04:04:30.000,2023-12-12 05:20:56.871
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 04:09:30.000,2023-12-12 05:21:04.554
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 04:14:30.000,2023-12-12 05:21:09.351
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 04:19:30.000,2023-12-12 05:21:15.045
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 04:24:30.000,2023-12-12 05:21:19.623
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 04:29:30.000,2023-12-12 05:21:24.901
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 04:34:30.000,2023-12-12 05:21:27.243
14484CA7BED21,167.0,0.02,6.2,,,,,2023-12-12 04:39:30.000,2023-12-12 05:21:31.664
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 04:44:30.000,2023-12-12 05:21:35.395
14484CA7BED21,166.0,0.03,6.2,,,,,2023-12-12 04:49:30.000,2023-12-12 05:21:38.891
